Province/State,Country/Region,Lat,Long,Date,Value
#adm1+name,#country+name,#geo+lat,#geo+lon,#date,#affected+infected+value+num
Shanxi,China,37.5777,112.2922,2020/2/6,96
Shanxi,China,37.5777,112.2922,2020/2/5,81
Shanxi,China,37.5777,112.2922,2020/2/4,81
Shanxi,China,37.5777,112.2922,2020/2/3,74
Shanxi,China,37.5777,112.2922,2020/2/2,66
Shanxi,China,37.5777,112.2922,2020/2/1,47
Shanxi,China,37.5777,112.2922,2020/1/31,39
Shanxi,China,37.5777,112.2922,2020/1/30,35
Shanxi,China,37.5777,112.2922,2020/1/29,27
Shanxi,China,37.5777,112.2922,2020/1/28,27
Shanxi,China,37.5777,112.2922,2020/1/27,13
Shanxi,China,37.5777,112.2922,2020/1/26,9
Shanxi,China,37.5777,112.2922,2020/1/25,6
Shanxi,China,37.5777,112.2922,2020/1/24,1
Shanxi,China,37.5777,112.2922,2020/1/23,1
Shanxi,China,37.5777,112.2922,2020/1/22,1
Sichuan,China,30.6171,102.7103,2020/3/21,542
Sichuan,China,30.6171,102.7103,2020/3/20,541
Sichuan,China,30.6171,102.7103,2020/3/19,540
Sichuan,China,30.6171,102.7103,2020/3/18,540
Sichuan,China,30.6171,102.7103,2020/3/17,540
Sichuan,China,30.6171,102.7103,2020/3/16,539
Sichuan,China,30.6171,102.7103,2020/3/15,539
Sichuan,China,30.6171,102.7103,2020/3/14,539
Sichuan,China,30.6171,102.7103,2020/3/13,539
Sichuan,China,30.6171,102.7103,2020/3/12,539
Sichuan,China,30.6171,102.7103,2020/3/11,539
Sichuan,China,30.6171,102.7103,2020/3/10,539
Sichuan,China,30.6171,102.7103,2020/3/9,539
Sichuan,China,30.6171,102.7103,2020/3/8,539
Sichuan,China,30.6171,102.7103,2020/3/7,539
Sichuan,China,30.6171,102.7103,2020/3/6,539
Sichuan,China,30.6171,102.7103,2020/3/5,539
Sichuan,China,30.6171,102.7103,2020/3/4,538
Sichuan,China,30.6171,102.7103,2020/3/3,538
Sichuan,China,30.6171,102.7103,2020/3/2,538
Sichuan,China,30.6171,102.7103,2020/3/1,538
Sichuan,China,30.6171,102.7103,2020/2/29,538
Sichuan,China,30.6171,102.7103,2020/2/28,538
Sichuan,China,30.6171,102.7103,2020/2/27,534
Sichuan,China,30.6171,102.7103,2020/2/26,531
Sichuan,China,30.6171,102.7103,2020/2/25,529
Sichuan,China,30.6171,102.7103,2020/2/24,527
Sichuan,China,30.6171,102.7103,2020/2/23,526
Sichuan,China,30.6171,102.7103,2020/2/22,526
Sichuan,China,30.6171,102.7103,2020/2/21,525
Sichuan,China,30.6171,102.7103,2020/2/20,520
Sichuan,China,30.6171,102.7103,2020/2/19,514
Sichuan,China,30.6171,102.7103,2020/2/18,508
Sichuan,China,30.6171,102.7103,2020/2/17,495
Sichuan,China,30.6171,102.7103,2020/2/16,481
Sichuan,China,30.6171,102.7103,2020/2/15,470
Sichuan,China,30.6171,102.7103,2020/2/14,463
Sichuan,China,30.6171,102.7103,2020/2/13,451
Sichuan,China,30.6171,102.7103,2020/2/12,436
Sichuan,China,30.6171,102.7103,2020/2/11,417
Sichuan,China,30.6171,102.7103,2020/2/10,405
Sichuan,China,30.6171,102.7103,2020/2/9,386
Sichuan,China,30.6171,102.7103,2020/2/8,364
Sichuan,China,30.6171,102.7103,2020/2/7,344
Sichuan,China,30.6171,102.7103,2020/2/6,321
Sichuan,China,30.6171,102.7103,2020/2/5,301
Sichuan,China,30.6171,102.7103,2020/2/4,282
Sichuan,China,30.6171,102.7103,2020/2/3,254
Sichuan,China,30.6171,102.7103,2020/2/2,231
Sichuan,China,30.6171,102.7103,2020/2/1,207
Sichuan,China,30.6171,102.7103,2020/1/31,177
Sichuan,China,30.6171,102.7103,2020/1/30,142
Sichuan,China,30.6171,102.7103,2020/1/29,108
Sichuan,China,30.6171,102.7103,2020/1/28,90
Sichuan,China,30.6171,102.7103,2020/1/27,69
Sichuan,China,30.6171,102.7103,2020/1/26,44
Sichuan,China,30.6171,102.7103,2020/1/25,28
Sichuan,China,30.6171,102.7103,2020/1/24,15
Sichuan,China,30.6171,102.7103,2020/1/23,8
Sichuan,China,30.6171,102.7103,2020/1/22,5
Tianjin,China,39.3054,117.323,2020/3/21,137
Tianjin,China,39.3054,117.323,2020/3/20,137
Tianjin,China,39.3054,117.323,2020/3/19,137
Tianjin,China,39.3054,117.323,2020/3/18,136
Tianjin,China,39.3054,117.323,2020/3/17,136
Tianjin,China,39.3054,117.323,2020/3/16,136
Tianjin,China,39.3054,117.323,2020/3/15,136
Tianjin,China,39.3054,117.323,2020/3/14,136
Tianjin,China,39.3054,117.323,2020/3/13,136
Tianjin,China,39.3054,117.323,2020/3/12,136
Tianjin,China,39.3054,117.323,2020/3/11,136
Tianjin,China,39.3054,117.323,2020/3/10,136
Tianjin,China,39.3054,117.323,2020/3/9,136
Tianjin,China,39.3054,117.323,2020/3/8,136
Tianjin,China,39.3054,117.323,2020/3/7,136
Tianjin,China,39.3054,117.323,2020/3/6,136
Tianjin,China,39.3054,117.323,2020/3/5,136
Tianjin,China,39.3054,117.323,2020/3/4,136
Tianjin,China,39.3054,117.323,2020/3/3,136
Tianjin,China,39.3054,117.323,2020/3/2,136
Tianjin,China,39.3054,117.323,2020/3/1,136
Tianjin,China,39.3054,117.323,2020/2/29,136
Tianjin,China,39.3054,117.323,2020/2/28,136
Tianjin,China,39.3054,117.323,2020/2/27,136
Tianjin,China,39.3054,117.323,2020/2/26,135
Tianjin,China,39.3054,117.323,2020/2/25,135
Tianjin,China,39.3054,117.323,2020/2/24,135
Tianjin,China,39.3054,117.323,2020/2/23,135
Tianjin,China,39.3054,117.323,2020/2/22,135
Tianjin,China,39.3054,117.323,2020/2/21,132
Tianjin,China,39.3054,117.323,2020/2/20,131
Tianjin,China,39.3054,117.323,2020/2/19,130
Tianjin,China,39.3054,117.323,2020/2/18,128
Tianjin,China,39.3054,117.323,2020/2/17,125
Tianjin,China,39.3054,117.323,2020/2/16,124
Tianjin,China,39.3054,117.323,2020/2/15,122
Tianjin,China,39.3054,117.323,2020/2/14,120
Tianjin,China,39.3054,117.323,2020/2/13,119
Tianjin,China,39.3054,117.323,2020/2/12,112
Tianjin,China,39.3054,117.323,2020/2/11,106
Tianjin,China,39.3054,117.323,2020/2/10,95
Tianjin,China,39.3054,117.323,2020/2/9,91
Tianjin,China,39.3054,117.323,2020/2/8,88
Tianjin,China,39.3054,117.323,2020/2/7,81
Tianjin,China,39.3054,117.323,2020/2/6,79
Tianjin,China,39.3054,117.323,2020/2/5,69
Tianjin,China,39.3054,117.323,2020/2/4,67
Tianjin,China,39.3054,117.323,2020/2/3,60
Tianjin,China,39.3054,117.323,2020/2/2,48
Tianjin,China,39.3054,117.323,2020/2/1,41
Tianjin,China,39.3054,117.323,2020/1/31,32
Tianjin,China,39.3054,117.323,2020/1/30,31
Tianjin,China,39.3054,117.323,2020/1/29,27
Tianjin,China,39.3054,117.323,2020/1/28,24
Tianjin,China,39.3054,117.323,2020/1/27,23
Tianjin,China,39.3054,117.323,2020/1/26,14
Tianjin,China,39.3054,117.323,2020/1/25,10
Tianjin,China,39.3054,117.323,2020/1/24,8
Tianjin,China,39.3054,117.323,2020/1/23,4
Tianjin,China,39.3054,117.323,2020/1/22,4
Tibet,China,31.6927,88.0924,2020/3/21,1
Tibet,China,31.6927,88.0924,2020/3/20,1
Tibet,China,31.6927,88.0924,2020/3/19,1
Tibet,China,31.6927,88.0924,2020/3/18,1
Tibet,China,31.6927,88.0924,2020/3/17,1
Tibet,China,31.6927,88.0924,2020/3/16,1
Tibet,China,31.6927,88.0924,2020/3/15,1
Tibet,China,31.6927,88.0924,2020/3/14,1
Tibet,China,31.6927,88.0924,2020/3/13,1
Tibet,China,31.6927,88.0924,2020/3/12,1
Tibet,China,31.6927,88.0924,2020/3/11,1
Tibet,China,31.6927,88.0924,2020/3/10,1
Tibet,China,31.6927,88.0924,2020/3/9,1
Tibet,China,31.6927,88.0924,2020/3/8,1
Tibet,China,31.6927,88.0924,2020/3/7,1
Tibet,China,31.6927,88.0924,2020/3/6,1
Tibet,China,31.6927,88.0924,2020/3/5,1
Tibet,China,31.6927,88.0924,2020/3/4,1
Tibet,China,31.6927,88.0924,2020/3/3,1
Tibet,China,31.6927,88.0924,2020/3/2,1
Tibet,China,31.6927,88.0924,2020/3/1,1
Tibet,China,31.6927,88.0924,2020/2/29,1
Tibet,China,31.6927,88.0924,2020/2/28,1
Tibet,China,31.6927,88.0924,2020/2/27,1
Tibet,China,31.6927,88.0924,2020/2/26,1
Tibet,China,31.6927,88.0924,2020/2/25,1
Tibet,China,31.6927,88.0924,2020/2/24,1
Tibet,China,31.6927,88.0924,2020/2/23,1
Tibet,China,31.6927,88.0924,2020/2/22,1
Tibet,China,31.6927,88.0924,2020/2/21,1
Tibet,China,31.6927,88.0924,2020/2/20,1
Tibet,China,31.6927,88.0924,2020/2/19,1
Tibet,China,31.6927,88.0924,2020/2/18,1
Tibet,China,31.6927,88.0924,2020/2/17,1
Tibet,China,31.6927,88.0924,2020/2/16,1
Tibet,China,31.6927,88.0924,2020/2/15,1
Tibet,China,31.6927,88.0924,2020/2/14,1
Tibet,China,31.6927,88.0924,2020/2/13,1
Tibet,China,31.6927,88.0924,2020/2/12,1
Tibet,China,31.6927,88.0924,2020/2/11,1
Tibet,China,31.6927,88.0924,2020/2/10,1
Tibet,China,31.6927,88.0924,2020/2/9,1
Tibet,China,31.6927,88.0924,2020/2/8,1
Tibet,China,31.6927,88.0924,2020/2/7,1
Tibet,China,31.6927,88.0924,2020/2/6,1
Tibet,China,31.6927,88.0924,2020/2/5,1
Tibet,China,31.6927,88.0924,2020/2/4,1
Tibet,China,31.6927,88.0924,2020/2/3,1
Tibet,China,31.6927,88.0924,2020/2/2,1
Tibet,China,31.6927,88.0924,2020/2/1,1
Tibet,China,31.6927,88.0924,2020/1/31,1
Tibet,China,31.6927,88.0924,2020/1/30,1
Tibet,China,31.6927,88.0924,2020/1/29,0
Tibet,China,31.6927,88.0924,2020/1/28,0
Tibet,China,31.6927,88.0924,2020/1/27,0
Tibet,China,31.6927,88.0924,2020/1/26,0
Tibet,China,31.6927,88.0924,2020/1/25,0
Tibet,China,31.6927,88.0924,2020/1/24,0
Tibet,China,31.6927,88.0924,2020/1/23,0
Tibet,China,31.6927,88.0924,2020/1/22,0
Xinjiang,China,41.1129,85.2401,2020/3/21,76
Xinjiang,China,41.1129,85.2401,2020/3/20,76
Xinjiang,China,41.1129,85.2401,2020/3/19,76
Xinjiang,China,41.1129,85.2401,2020/3/18,76
Xinjiang,China,41.1129,85.2401,2020/3/17,76
Xinjiang,China,41.1129,85.2401,2020/3/16,76
Xinjiang,China,41.1129,85.2401,2020/3/15,76
Xinjiang,China,41.1129,85.2401,2020/3/14,76
Xinjiang,China,41.1129,85.2401,2020/3/13,76
Xinjiang,China,41.1129,85.2401,2020/3/12,76
Xinjiang,China,41.1129,85.2401,2020/3/11,76
Xinjiang,China,41.1129,85.2401,2020/3/10,76
Xinjiang,China,41.1129,85.2401,2020/3/9,76
Xinjiang,China,41.1129,85.2401,2020/3/8,76
Xinjiang,China,41.1129,85.2401,2020/3/7,76
Xinjiang,China,41.1129,85.2401,2020/3/6,76
Xinjiang,China,41.1129,85.2401,2020/3/5,76
Xinjiang,China,41.1129,85.2401,2020/3/4,76
Xinjiang,China,41.1129,85.2401,2020/3/3,76
Xinjiang,China,41.1129,85.2401,2020/3/2,76
Xinjiang,China,41.1129,85.2401,2020/3/1,76
Xinjiang,China,41.1129,85.2401,2020/2/29,76
Xinjiang,China,41.1129,85.2401,2020/2/28,76
Xinjiang,China,41.1129,85.2401,2020/2/27,76
Xinjiang,China,41.1129,85.2401,2020/2/26,76
Xinjiang,China,41.1129,85.2401,2020/2/25,76
Xinjiang,China,41.1129,85.2401,2020/2/24,76
Xinjiang,China,41.1129,85.2401,2020/2/23,76
Xinjiang,China,41.1129,85.2401,2020/2/22,76
Xinjiang,China,41.1129,85.2401,2020/2/21,76
Xinjiang,China,41.1129,85.2401,2020/2/20,76
Xinjiang,China,41.1129,85.2401,2020/2/19,76
Xinjiang,China,41.1129,85.2401,2020/2/18,76
Xinjiang,China,41.1129,85.2401,2020/2/17,75
Xinjiang,China,41.1129,85.2401,2020/2/16,71
Xinjiang,China,41.1129,85.2401,2020/2/15,70
Xinjiang,China,41.1129,85.2401,2020/2/14,65
Xinjiang,China,41.1129,85.2401,2020/2/13,63
Xinjiang,China,41.1129,85.2401,2020/2/12,59
Xinjiang,China,41.1129,85.2401,2020/2/11,55
Xinjiang,China,41.1129,85.2401,2020/2/10,49
Xinjiang,China,41.1129,85.2401,2020/2/9,45
Xinjiang,China,41.1129,85.2401,2020/2/8,42
Xinjiang,China,41.1129,85.2401,2020/2/7,39
Xinjiang,China,41.1129,85.2401,2020/2/6,36
Xinjiang,China,41.1129,85.2401,2020/2/5,32
Xinjiang,China,41.1129,85.2401,2020/2/4,29
Xinjiang,China,41.1129,85.2401,2020/2/3,24
Xinjiang,China,41.1129,85.2401,2020/2/2,21
Xinjiang,China,41.1129,85.2401,2020/2/1,18
Xinjiang,China,41.1129,85.2401,2020/1/31,17
Xinjiang,China,41.1129,85.2401,2020/1/30,14
Xinjiang,China,41.1129,85.2401,2020/1/29,13
Xinjiang,China,41.1129,85.2401,2020/1/28,10
Xinjiang,China,41.1129,85.2401,2020/1/27,5
Xinjiang,China,41.1129,85.2401,2020/1/26,4
Xinjiang,China,41.1129,85.2401,2020/1/25,3
Xinjiang,China,41.1129,85.2401,2020/1/24,2
Xinjiang,China,41.1129,85.2401,2020/1/23,2
Xinjiang,China,41.1129,85.2401,2020/1/22,0
Yunnan,China,24.974,101.487,2020/3/21,176
Yunnan,China,24.974,101.487,2020/3/20,176
Yunnan,China,24.974,101.487,2020/3/19,176
Yunnan,China,24.974,101.487,2020/3/18,176
Yunnan,China,24.974,101.487,2020/3/17,176
Yunnan,China,24.974,101.487,2020/3/16,176
Yunnan,China,24.974,101.487,2020/3/15,174
Yunnan,China,24.974,101.487,2020/3/14,174
Yunnan,China,24.974,101.487,2020/3/13,174
Yunnan,China,24.974,101.487,2020/3/12,174
Yunnan,China,24.974,101.487,2020/3/11,174
Yunnan,China,24.974,101.487,2020/3/10,174
Yunnan,China,24.974,101.487,2020/3/9,174
Yunnan,China,24.974,101.487,2020/3/8,174
Yunnan,China,24.974,101.487,2020/3/7,174
Yunnan,China,24.974,101.487,2020/3/6,174
Yunnan,China,24.974,101.487,2020/3/5,174
Yunnan,China,24.974,101.487,2020/3/4,174
Yunnan,China,24.974,101.487,2020/3/3,174
Yunnan,China,24.974,101.487,2020/3/2,174
Yunnan,China,24.974,101.487,2020/3/1,174
Yunnan,China,24.974,101.487,2020/2/29,174
Yunnan,China,24.974,101.487,2020/2/28,174
Yunnan,China,24.974,101.487,2020/2/27,174
Yunnan,China,24.974,101.487,2020/2/26,174
Yunnan,China,24.974,101.487,2020/2/25,174
Yunnan,China,24.974,101.487,2020/2/24,174
Yunnan,China,24.974,101.487,2020/2/23,174
Yunnan,China,24.974,101.487,2020/2/22,174
Yunnan,China,24.974,101.487,2020/2/21,174
Yunnan,China,24.974,101.487,2020/2/20,174
Yunnan,China,24.974,101.487,2020/2/19,172
Yunnan,China,24.974,101.487,2020/2/18,172
Yunnan,China,24.974,101.487,2020/2/17,171
Yunnan,China,24.974,101.487,2020/2/16,171
Yunnan,China,24.974,101.487,2020/2/15,168
Yunnan,China,24.974,101.487,2020/2/14,162
Yunnan,China,24.974,101.487,2020/2/13,156
Yunnan,China,24.974,101.487,2020/2/12,154
Yunnan,China,24.974,101.487,2020/2/11,153
Yunnan,China,24.974,101.487,2020/2/10,149
Yunnan,China,24.974,101.487,2020/2/9,141
Yunnan,China,24.974,101.487,2020/2/8,138
Yunnan,China,24.974,101.487,2020/2/7,138
Yunnan,China,24.974,101.487,2020/2/6,133
Yunnan,China,24.974,101.487,2020/2/5,128
Yunnan,China,24.974,101.487,2020/2/4,122
Yunnan,China,24.974,101.487,2020/2/3,117
Yunnan,China,24.974,101.487,2020/2/2,105
Yunnan,China,24.974,101.487,2020/2/1,93
Yunnan,China,24.974,101.487,2020/1/31,83
Yunnan,China,24.974,101.487,2020/1/30,70
Yunnan,China,24.974,101.487,2020/1/29,55
Yunnan,China,24.974,101.487,2020/1/28,44
Yunnan,China,24.974,101.487,2020/1/27,26
Yunnan,China,24.974,101.487,2020/1/26,16
Yunnan,China,24.974,101.487,2020/1/25,11
Yunnan,China,24.974,101.487,2020/1/24,5
Yunnan,China,24.974,101.487,2020/1/23,2
Yunnan,China,24.974,101.487,2020/1/22,1
Zhejiang,China,29.1832,120.0934,2020/3/21,1236
Zhejiang,China,29.1832,120.0934,2020/3/20,1234
Zhejiang,China,29.1832,120.0934,2020/3/19,1233
Zhejiang,China,29.1832,120.0934,2020/3/18,1232
Zhejiang,China,29.1832,120.0934,2020/3/17,1232
Zhejiang,China,29.1832,120.0934,2020/3/16,1231
Zhejiang,China,29.1832,120.0934,2020/3/15,1231
Zhejiang,China,29.1832,120.0934,2020/3/14,1227
Zhejiang,China,29.1832,120.0934,2020/3/13,1215
Zhejiang,China,29.1832,120.0934,2020/3/12,1215
Zhejiang,China,29.1832,120.0934,2020/3/11,1215
Zhejiang,China,29.1832,120.0934,2020/3/10,1215
Zhejiang,China,29.1832,120.0934,2020/3/9,1215
Zhejiang,China,29.1832,120.0934,2020/3/8,1215
Zhejiang,China,29.1832,120.0934,2020/3/7,1215
Zhejiang,China,29.1832,120.0934,2020/3/6,1215
Zhejiang,China,29.1832,120.0934,2020/3/5,1215
Zhejiang,China,29.1832,120.0934,2020/3/4,1213
Zhejiang,China,29.1832,120.0934,2020/3/3,1213
Zhejiang,China,29.1832,120.0934,2020/3/2,1206
Zhejiang,China,29.1832,120.0934,2020/3/1,1205
Zhejiang,China,29.1832,120.0934,2020/2/29,1205
Zhejiang,China,29.1832,120.0934,2020/2/28,1205
Zhejiang,China,29.1832,120.0934,2020/2/27,1205
Zhejiang,China,29.1832,120.0934,2020/2/26,1205
Zhejiang,China,29.1832,120.0934,2020/2/25,1205
Zhejiang,China,29.1832,120.0934,2020/2/24,1205
Zhejiang,China,29.1832,120.0934,2020/2/23,1205
Zhejiang,China,29.1832,120.0934,2020/2/22,1205
Zhejiang,China,29.1832,120.0934,2020/2/21,1203
Zhejiang,China,29.1832,120.0934,2020/2/20,1175
Zhejiang,China,29.1832,120.0934,2020/2/19,1174
Zhejiang,China,29.1832,120.0934,2020/2/18,1172
Zhejiang,China,29.1832,120.0934,2020/2/17,1171
Zhejiang,China,29.1832,120.0934,2020/2/16,1167
Zhejiang,China,29.1832,120.0934,2020/2/15,1162
Zhejiang,China,29.1832,120.0934,2020/2/14,1155
Zhejiang,China,29.1832,120.0934,2020/2/13,1145
Zhejiang,China,29.1832,120.0934,2020/2/12,1131
Zhejiang,China,29.1832,120.0934,2020/2/11,1117
Zhejiang,China,29.1832,120.0934,2020/2/10,1092
Zhejiang,China,29.1832,120.0934,2020/2/9,1075
Zhejiang,China,29.1832,120.0934,2020/2/8,1048
Zhejiang,China,29.1832,120.0934,2020/2/7,1006
Zhejiang,China,29.1832,120.0934,2020/2/6,954
Zhejiang,China,29.1832,120.0934,2020/2/5,895
Zhejiang,China,29.1832,120.0934,2020/2/4,829
Zhejiang,China,29.1832,120.0934,2020/2/3,724
Zhejiang,China,29.1832,120.0934,2020/2/2,661
Zhejiang,China,29.1832,120.0934,2020/2/1,599
Zhejiang,China,29.1832,120.0934,2020/1/31,538
Zhejiang,China,29.1832,120.0934,2020/1/30,428
Zhejiang,China,29.1832,120.0934,2020/1/29,296
Zhejiang,China,29.1832,120.0934,2020/1/28,173
Zhejiang,China,29.1832,120.0934,2020/1/27,128
Zhejiang,China,29.1832,120.0934,2020/1/26,104
Zhejiang,China,29.1832,120.0934,2020/1/25,62
Zhejiang,China,29.1832,120.0934,2020/1/24,43
Zhejiang,China,29.1832,120.0934,2020/1/23,27
Zhejiang,China,29.1832,120.0934,2020/1/22,10
,Colombia,4.5709,-74.2973,2020/3/21,196
,Colombia,4.5709,-74.2973,2020/3/20,128
,Colombia,4.5709,-74.2973,2020/3/19,102
,Colombia,4.5709,-74.2973,2020/3/18,93
,Colombia,4.5709,-74.2973,2020/3/17,65
,Colombia,4.5709,-74.2973,2020/3/16,54
,Colombia,4.5709,-74.2973,2020/3/15,34
,Colombia,4.5709,-74.2973,2020/3/14,22
,Colombia,4.5709,-74.2973,2020/3/13,13
,Colombia,4.5709,-74.2973,2020/3/12,9
,Colombia,4.5709,-74.2973,2020/3/11,9
,Colombia,4.5709,-74.2973,2020/3/10,3
,Colombia,4.5709,-74.2973,2020/3/9,1
,Colombia,4.5709,-74.2973,2020/3/8,1
,Colombia,4.5709,-74.2973,2020/3/7,1
,Colombia,4.5709,-74.2973,2020/3/6,1
,Colombia,4.5709,-74.2973,2020/3/5,0
,Colombia,4.5709,-74.2973,2020/3/4,0
,Colombia,4.5709,-74.2973,2020/3/3,0
,Colombia,4.5709,-74.2973,2020/3/2,0
,Colombia,4.5709,-74.2973,2020/3/1,0
,Colombia,4.5709,-74.2973,2020/2/29,0
,Colombia,4.5709,-74.2973,2020/2/28,0
,Colombia,4.5709,-74.2973,2020/2/27,0
,Colombia,4.5709,-74.2973,2020/2/26,0
,Colombia,4.5709,-74.2973,2020/2/25,0
,Colombia,4.5709,-74.2973,2020/2/24,0
,Colombia,4.5709,-74.2973,2020/2/23,0
,Colombia,4.5709,-74.2973,2020/2/22,0
,Colombia,4.5709,-74.2973,2020/2/21,0
,Colombia,4.5709,-74.2973,2020/2/20,0
,Colombia,4.5709,-74.2973,2020/2/19,0
,Colombia,4.5709,-74.2973,2020/2/18,0
,Colombia,4.5709,-74.2973,2020/2/17,0
,Colombia,4.5709,-74.2973,2020/2/16,0
,Colombia,4.5709,-74.2973,2020/2/15,0
,Colombia,4.5709,-74.2973,2020/2/14,0
,Colombia,4.5709,-74.2973,2020/2/13,0
,Colombia,4.5709,-74.2973,2020/2/12,0
,Colombia,4.5709,-74.2973,2020/2/11,0
,Colombia,4.5709,-74.2973,2020/2/10,0
,Colombia,4.5709,-74.2973,2020/2/9,0
,Colombia,4.5709,-74.2973,2020/2/8,0
,Colombia,4.5709,-74.2973,2020/2/7,0
,Colombia,4.5709,-74.2973,2020/2/6,0
,Colombia,4.5709,-74.2973,2020/2/5,0
,Colombia,4.5709,-74.2973,2020/2/4,0
,Colombia,4.5709,-74.2973,2020/2/3,0
,Colombia,4.5709,-74.2973,2020/2/2,0
,Colombia,4.5709,-74.2973,2020/2/1,0
,Colombia,4.5709,-74.2973,2020/1/31,0
,Colombia,4.5709,-74.2973,2020/1/30,0
,Colombia,4.5709,-74.2973,2020/1/29,0
,Colombia,4.5709,-74.2973,2020/1/28,0
,Colombia,4.5709,-74.2973,2020/1/27,0
,Colombia,4.5709,-74.2973,2020/1/26,0
,Colombia,4.5709,-74.2973,2020/1/25,0
,Colombia,4.5709,-74.2973,2020/1/24,0
,Colombia,4.5709,-74.2973,2020/1/23,0
,Colombia,4.5709,-74.2973,2020/1/22,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/21,3
,Congo (Brazzaville),-4.0383,21.7587,2020/3/20,3
,Congo (Brazzaville),-4.0383,21.7587,2020/3/19,3
,Congo (Brazzaville),-4.0383,21.7587,2020/3/18,1
,Congo (Brazzaville),-4.0383,21.7587,2020/3/17,1
,Congo (Brazzaville),-4.0383,21.7587,2020/3/16,1
,Congo (Brazzaville),-4.0383,21.7587,2020/3/15,1
,Congo (Brazzaville),-4.0383,21.7587,2020/3/14,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/13,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/12,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/11,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/10,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/9,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/8,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/7,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/6,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/5,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/4,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/3,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/2,0
,Congo (Brazzaville),-4.0383,21.7587,2020/3/1,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/29,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/28,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/27,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/26,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/25,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/24,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/23,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/22,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/21,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/20,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/19,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/18,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/17,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/16,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/15,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/14,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/13,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/12,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/11,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/10,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/9,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/8,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/7,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/6,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/5,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/4,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/3,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/2,0
,Congo (Brazzaville),-4.0383,21.7587,2020/2/1,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/31,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/30,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/29,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/28,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/27,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/26,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/25,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/24,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/23,0
,Congo (Brazzaville),-4.0383,21.7587,2020/1/22,0
,Congo (Kinshasa),-4.0383,21.7587,2020/3/21,23
,Congo (Kinshasa),-4.0383,21.7587,2020/3/20,18
,Congo (Kinshasa),-4.0383,21.7587,2020/3/19,14
,Congo (Kinshasa),-4.0383,21.7587,2020/3/18,4
,Congo (Kinshasa),-4.0383,21.7587,2020/3/17,3
,Congo (Kinshasa),-4.0383,21.7587,2020/3/16,2
,Congo (Kinshasa),-4.0383,21.7587,2020/3/15,2
,Congo (Kinshasa),-4.0383,21.7587,2020/3/14,2
,Congo (Kinshasa),-4.0383,21.7587,2020/3/13,2
,Congo (Kinshasa),-4.0383,21.7587,2020/3/12,1
,Congo (Kinshasa),-4.0383,21.7587,2020/3/11,1
